term_months,rank,institution,kind,state,apy_pct,min_deposit,promotion,product_note,fdic_cert,ncua_charter,remote_opening,nonresident_eligible,cu_membership_open_nationwide,early_withdrawal_penalty,source_url,read_note,date_checked
36,35,First Bank,bank,FL,3.82,2500,no,,9620,,not stated,not stated,,"the Team Details CDARS Rates Calculator Fixed rates, higher than standard savings Provides more guarantee than risky investments Set aside for future savings goals No setup or monthly service charges Early withdrawals subject to penalty $2,",https://www.first1bank.com/personal/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
36,35,Balboa Thrift and Loan Association,bank,CA,3.82,,no,,26704,,not stated,not stated,,An early withdrawal penalty equal to three (3) months of interest may be imposed for early withdrawals.,https://www.balboathrift.com/deposits/deposit-rates,,2026-09-24
36,38,KS StateBank,bank,KS,3.80,500,no,,19899,,yes,no,,You may be charged a substantial penalty for early withdrawals.,https://www.ksstate.bank/resources/deposit-rates,,2026-09-24
36,38,Grant County State Bank,bank,IN,3.80,1000,no,,15687,,not stated,not stated,,"mum Deposit Interest Rate Annual Percentage Yield NOW Checking Account* $1,500.00 0.25% 0.25% Health Savings Account* $1,000.00 minimum balance required to obtain APY $50.00 0.00% 0.00% A substantial penalty may be imposed for early withdra",https://www.grantcostatebank.com/resources/rates,,2026-09-24
36,38,Andrews Federal Credit Union,credit_union,MD,3.80,10000,no,,,5754,yes,not stated,yes (free American Consumer Council membership),Penalties apply for early withdrawal.,https://www.andrewsfcu.org/rates,,2026-09-24
36,38,Leighton State Bank,bank,IA,3.80,,no,,10118,,not stated,not stated,,p 3.75% 3.80% Quarterly 4 Year Step 3.50% 3.55% Quarterly 5 Year 3.50% 3.53% Semi-Annually * Annual Percentage Yield (APY) Rates effective 8/24/2026 and subject to change $500 minimum balance for CDs Early withdrawal penalties may apply.,https://leightonbank.com/bank-with-us/personal/cds-iras-and-hsas/,,2026-09-24
36,38,Newtek Bank,bank,FL,3.80,,no,,18734,,yes,not stated,,Penalties may apply to early withdrawals.,https://www.newtekbank.com/open-account/,,2026-09-24
36,43,Community First National Bank,bank,KS,3.75,,no,,35585,,not stated,not stated,,A penalty may be imposed for early withdrawal on any CD.,https://www.cfnb.bank/document-center.cfm?fx=DEMKIE6MTPPJJWDD,,2026-09-24
36,43,Ent Credit Union,credit_union,,3.75,,no,flex,,,not stated,not stated,not stated,Individual Retirement Account (IRA) Annual contribution limits apply and penalties may apply for early withdrawal.,https://www.ent.com/rates/,,2026-09-24
36,43,Hanscom Federal Credit Union,credit_union,MA,3.75,,no,,,9095,not stated,not stated,not stated,Early withdrawal penalties may apply to certificates.,https://www.hfcu.org/rates/account-rates.html,,2026-09-24
36,43,Spring Bank,bank,WI,3.75,,no,,58780,,not stated,not stated,,"Penalties for early withdrawal of principal could reduce earnings, whether earned or not.",https://www.springbankwi.bank/current-deposit-rates,,2026-09-24
36,43,Technology Credit Union,credit_union,CA,3.75,,no,,,68383,not stated,not stated,not stated,Penalties will be imposed for early withdrawals.,https://www.techcu.com/Resources/Rates,,2026-09-24
36,48,GTE Financial,credit_union,FL,3.71,,no,,,196,not stated,not stated,not stated,While there are no penalties for monthly dividend withdrawals a penalty may be imposed for early withdrawal which could reduce the earnings on the account and/or reduce the principal.,https://www.gtefinancial.org/products/share-certificates,,2026-09-24
36,49,Latino Community Credit Union,credit_union,NC,3.70,500,no,,,68430,yes,not stated,not stated,% 3.50% 18 Months $500 3.55% 3.55% 24 Months $500 3.65% 3.65% 36 Months $500 3.70% 3.70% 48 Months $500 3.73% 3.73% 60 Months $500 3.75% 3.75% The Fine Print The important details Account Limitations/Early Withdrawal Penalties.,https://latinoccu.org/products-and-services/savings/certificates-of-deposit/certificates-of-deposit/,,2026-09-24
36,49,State Bank of Bottineau,bank,ND,3.70,2500,no,,9121,,not stated,not stated,,"3.79% a 60 MONTH CD $ 100.00 3.75% 3.79% a, b 21 MONTH RATE WATCH CD $ 2,500.00 3.60% 3.65% a, b 36 MONTH RATE WATCH CD $ 2,500.00 3.65% 3.70% a, b 57 MONTH RATE WATCH CD $ 2,500.00 3.70% 3.75% a) A penalty may be imposed for early withdraw",https://www.statebankofbottineau.com/assets/files/wbJLgSoZ,,2026-09-24
36,49,Alliant Credit Union,credit_union,IL,3.70,75000,no,,,67955,not stated,no,yes (foundation),"If you withdraw funds from an Alliant certificate before the maturity date, you may incur an early withdrawal penalty, per the table below.",https://www.alliantcreditunion.org/bank/credit-union-certificate,,2026-09-24
36,49,Air Force Federal Credit Union (Vibrant),credit_union,,3.70,,no,,,,yes,not stated,not stated,out Certificates 6 $300 minimum opening deposit for all regular share and IRA accounts; $5 minimum deposit for youth club members under 18 years of age 7 Fees could reduce earnings on the account 8 A penalty will be imposed for early withdr,https://www.freedomfcu.org/rates/,,2026-09-24
36,49,Beacon Community Bank,bank,SC,3.70,,no,,59106,,not stated,not stated,,A penalty of 5 months interest on the amount withdrawn will be imposed for early withdrawals on terms equal to 5 months.,https://www.beacon.bank/personal/banking/interest-rates,,2026-09-24
36,49,Commerce Bank & Trust,bank,FL,3.70,,no,,57429,,not stated,not stated,,²A penalty may be imposed for early withdrawal.,https://cbtfl.com/about-us/rates/,,2026-09-24
36,49,Second Federal Savings and Loan Association of Philadelphia,bank,PA,3.70,,no,,29627,,not stated,not stated,,Certificates of Deposit carry a penalty for early withdrawal.,https://secondfed.com/rates/,,2026-09-24
36,56,ESB Financial,bank,KS,3.65,,no,,16629,,not stated,not stated,,Greater earnings than standard savings Receive higher rates by selecting a longer term Provides more guarantee than other risky investments A wide range of terms available (from 3 months to 5 years) Penalty for early withdrawal FDIC insured,https://www.esbfinancial.com/banking/personal-banking/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
36,56,Lafayette Federal Credit Union,credit_union,MD,3.65,,no,,,619,not stated,not stated,no (MD DC VA only for the ACC route),to Earn APY 2 Dividend APY 2 1 Early withdrawal penalties may apply.,https://www.lfcu.org/personal/certificates/,,2026-09-24
36,58,Crews Bank & Trust,bank,FL,3.60,500,no,,8021,,yes,not stated,,A penalty is imposed for early withdrawal from a Time Deposit.,https://www.crews.bank/hubfs/_CBT/PDFs/Deposits%20Rate%20Sheet.pdf,,2026-09-24
36,58,State Savings Bank,bank,IA,3.60,2000,no,,248,,not stated,not stated,,Substantial penalty for early withdrawal.,https://www.ssb.bank/personal/current-rates,,2026-09-24
36,58,First State Bank of Bigfork,bank,MN,3.60,45000,no,,10991,,yes,not stated,,1 Penalty of 30 days interest is imposed on early withdrawal.,https://www.fsbbigfork.com/services-tools/helpful-tools/rates.html,,2026-09-24
36,58,Northpointe Bank,bank,MI,3.60,,no,,34953,,not stated,not stated,,Early withdrawal penalties may be charged on certificates of deposit.,https://www.northpointe.com/banking/rates/,,2026-09-24
36,62,Garden Plain State Bank,bank,KS,3.55,1000,no,,19687,,not stated,not stated,,,https://www.gpsbank.com/deposit-rates,,2026-09-24
36,62,The Corner Stone Bank,bank,MO,3.55,1000,no,,9388,,not stated,not stated,,"000 3.20% 3.25% Regular IRAs $100 $0 4.75% 4.75% Roth IRAs $100 $0 4.75% 4.75% Educational IRAs $100 $0 1.25% 1.25% 17 Month Special $1,000 $1,000 4.12% 4.20% *Fees could reduce earnings on accounts *Early withdrawal penalties will or may b",https://www.thecornerstonebank.net/deposits/rates,,2026-09-24
36,62,Security Bank,bank,OK,3.55,,no,,4178,,not stated,not stated,,A penalty may be imposed for early withdrawal from a Certificate of Deposit.,https://www.sbtulsa.bank/Current-Rates,,2026-09-24
36,65,Beach Cities Commercial Bank,bank,CA,3.54,2500,no,,59290,,not stated,not stated,,Any withdrawal of principal or interest prior to maturity will reduce overall earnings and trigger an Early Withdrawal Penalty.,https://beachcitiescb.com/Rates/,,2026-09-24
36,66,Great North Bank,bank,WI,3.53,,no,,15146,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.greatnorthbank.com/wp-content/uploads/PDF/OAO-Rate.pdf,,2026-09-24
36,67,Cross River Bank,bank,NJ,3.50,500,no,,58410,,not stated,not stated,,CDs are subject to penalty for early withdrawal.,https://www.crossriver.com/personal-banking,,2026-09-24
36,67,Visions Federal Credit Union,credit_union,NY,3.50,500,no,,,17429,not stated,not stated,not stated,Should the early withdrawal amount during the life of the certificate exceed the original balance the Credit Union will require that the entire balance be withdrawn and subject to penalty.,https://www.visionsfcu.org/rates/ira-rates,,2026-09-24
36,67,Seattle Bank,bank,WA,3.50,,no,,35139,,yes,not stated,,Penalty assessed for early withdrawal.,https://www.seattlebank.com/personal/personal-banking/certificates-of-deposit-cd.html,,2026-09-24
36,70,Quaint Oak Bank,bank,PA,3.45,,no,,35497,,not stated,not stated,,Certificates of deposit accounts carry a substantial penalty for early withdrawal.,https://www.quaintoak.com/personal-banking/deposit-products/cd-account/2-year-cd/,,2026-09-24
36,71,UniBank,bank,WA,3.40,1000,no,,58407,,not stated,not stated,,All certificate of deposits and IRA's are subject to an interest penalty for early withdrawal of principal.,https://www.unibankusa.com/deposit/resources/deposit-rates,,2026-09-24
36,71,EverBank,bank,FL,3.40,,no,,34775,,yes,not stated,,,https://www.everbank.com/product-selection?referid=31176,,2026-09-24
36,73,First Federal Savings Bank,bank,IN,3.35,500,no,,29056,,not stated,not stated,,A penalty will be imposed for early withdrawal.,https://www.firstfedsavings.bank/current-rates/,,2026-09-24
36,73,American Pride Bank,bank,GA,3.35,,no,,58584,,not stated,not stated,,Substantial penalty for early withdrawal.,https://www.americanpride.bank/personal/open-now-cd-rates,,2026-09-24
36,75,Greater Nevada Credit Union,credit_union,NV,3.35,,no,,,68228,not stated,not stated,no (Nevada),A penalty may be imposed for withdrawals before maturity.,https://www.gncu.org/banking/account-rates/,,2026-09-24
36,76,Justice Federal Credit Union,credit_union,VA,3.31,100000,no,,,151,not stated,not stated,not stated,Certificate is subject to penalty for early withdrawal.,https://www.jfcu.org/rates,,2026-09-24
36,77,Commonwealth Business Bank,bank,CA,3.30,1000,no,,57873,,yes,not stated,,exible Terms The details Minimum Opening Balance: Equal to your monthly installment Earns Interest: Fixed interest rate Easy Deposit: Automatic transfer from a linked CBB Bank account Withdrawal Fee: Penalty for early withdrawals Compounded,https://www.cbb-bank.com/en/personal/banking/installmentsavingsaccount,,2026-09-24
36,77,KodaBank,bank,ND,3.30,1000,no,,8386,,not stated,not stated,,"$25,000 - $99,999* $100,000+* 3.30% 3.40% 3.50% 3.30% 3.40% 3.50% 60 Month: $1,000 - $24,999* $25,000 - $99,999* $100,000+* 3.40% 3.50% 3.60% 3.40% 3.50% 3.60% Rates Effective September 1st, 2026 *A penalty may be imposed for early withdraw",https://www.kodabank.com/personal/save-and-spend/cds-and-iras,,2026-09-24
36,77,First Internet Bank of Indiana,bank,IN,3.30,,no,,34607,,yes,not stated,,Contact Us Learn More Business CD Accounts & Rates Term Interest Rate Annual Percentage Yield (APY) Early Withdrawal Penalties 3-month CD 3.10 % 3.14 % 90 days interest Open Account 6-month CD 3.70 % 3.76 % 180 days interest Open Account 12,https://www.firstib.com/open-account/,,2026-09-24
36,77,Kinecta Federal Credit Union,credit_union,CA,3.30,,no,,,4142,not stated,not stated,not stated,There is a substantial penalty for early withdrawal of certificate funds.,https://www.kinecta.org/rates,,2026-09-24
36,77,Liberty Federal Credit Union,credit_union,IN,3.30,,no,,,1682,yes,not stated,not stated,,https://www.libertyfcu.org/deposit-rates,,2026-09-24
36,82,Heritage Bank Minnesota,bank,MN,3.29,250,no,,8865,,not stated,not stated,,"CD & IRA Interest Rates Rates current as of December 18, 2025 TYPE OF PRODUCT MINIMUM DEPOSIT INTEREST RATE Annual Percentage Yield (APY)* EARLY WITHDRAWAL PENALTIES (Minimum $25) 3 Month Fixed CD $250 4.10% 4.16% 91 Days Interest 6 Month F",https://heritagebankmn.com/personal/cds-iras/,,2026-09-24
36,83,The Bank of Old Monroe,bank,MO,3.28,,no,,1655,,not stated,not stated,,Certificates of deposit may be subject to penalty for early withdrawal.,https://www.bankofoldmonroe.com/bank-rates/,,2026-09-24
36,84,Boonville Federal Savings Bank,bank,IN,3.26,500,no,,30128,,not stated,not stated,,"CDS Term Interest Rate* APY** Minimum Deposit Early Withdrawal Penalty 91 Days 0.05% 0.05% $1,000.00 91 Days 182 Days 0.20% 0.20% $1,000.00 91 Days 09 Months 0.05% 0.05% $1,000.00 91 Days 12 Months 0.95% 0.95% $500.00 180 Days 18 Months 0.3",https://boonville.bank/lending/current-rates/,,2026-09-24
36,85,Great Plains State Bank,bank,NE,3.25,500,no,,14058,,not stated,not stated,,2 Months $500 3.41% 3.45% 15 Months $500 3.84% 3.90% 18 Months $500 3.41% 3.45% 24 Months $500 3.21% 3.25% 36 Months $500 3.21% 3.25% 48 Months $500 3.26% 3.30% 60 Months $500 3.31% 3.35% Substantial penalty will be imposed for early withdr,https://gpsbanks.com/rates/,,2026-09-24
36,85,Forbright Bank,bank,MD,3.25,1000,no,,57614,,not stated,not stated,,Early withdrawal penalties apply to all Certificates of Deposit.,https://www.forbrightbank.com/personal-banking/growth-cd/,,2026-09-24
36,85,Home Bank and Trust Company,bank,KS,3.25,1000,no,,4664,,not stated,not stated,,,https://homebank-trust.com/rates/,,2026-09-24
36,85,Pathway Bank,bank,NE,3.25,1000,no,,1992,,not stated,not stated,,Substantial Penalty for Early Withdrawal.,https://www.pathwaybank.com/cds-iras-hsas,,2026-09-24
36,85,Ponce Bank,bank,NY,3.25,1000,no,,31189,,not stated,not stated,,A penalty may be imposed for withdrawals before maturity on CDs.,https://www.poncebank.com/rates,,2026-09-24
36,85,Commercial State Bank,bank,NE,3.25,,no,,13819,,not stated,not stated,,"% 1.45%** $25,000 - $49,999.99 1.54% 1.55%** $50,000 - and up 1.69% 1.70%** IRA 3.21% 3.25%* Rates may change after a variable account has been opened Certificates of Deposit ($1,000 Minimum Deposit, Penalty for Early Withdrawal) Type of Ac",https://www.wausabank.com/resources/rates,,2026-09-24
36,85,Farmers Insurance FCU,credit_union,CA,3.25,,no,,,1074,not stated,no (SSN required),yes (free American Consumer Council membership),Certificate rates subject to change at any time and are subject to substantial penalties for early withdrawal.,https://figfcu.org/certificates,,2026-09-24
36,85,Presidential Bank,bank,MD,3.25,,no,,32363,,no,no,,A penalty is imposed for early withdrawal.,https://www.presidential.com/personal/banking/cds,,2026-09-24
36,85,"T Bank, National Association",bank,TX,3.25,,no,,57703,,yes,not stated,,CDs & IRAs are subject to a early withdrawal penalty.,https://t.bank/home/current-rates/,,2026-09-24
36,94,Central State Bank,bank,IA,3.23,1500,no,,10903,,not stated,not stated,,Early withdrawal penalty fees may apply on Certificates of Deposits 6 to 60 months Savings and NOW Checking Accounts Savings accounts provide a straightforward way to earn interest while maintaining liquidity.,https://www.centralstatebankia.com/personal/rates,,2026-09-24
36,95,Compass Savings Bank,bank,PA,3.20,500,no,,29430,,not stated,not stated,,Months Minimum Balance Rate APY* 6 $500 3.75% 3.82% 12 $500 3.85% 3.92% 18 $500 3.50% 3.56% 24 $500 3.50% 3.56% 36 $500 3.15% 3.20% 60 $500 3.15% 3.20% * Annual Percentage Yield Penalty may apply for early withdrawal and reduce earnings.,https://compassbank.us/savings-rates/,,2026-09-24
36,95,PenFed Credit Union,credit_union,VA,3.20,,no,,,227,not stated,not stated,not stated,,https://www.penfed.org/certificates/money-market,,2026-09-24
36,97,Columbus Bank and Trust Company,bank,NE,3.16,100,no,,15010,,not stated,not stated,,"% 3.45% $50,000 + 3.45% 3.45% *Interest rates may change after the account is opened and fees could reduce the earnings on the account **APY (Annual Percentage Yield) is paid on the daily balance *** Penalty may be imposed for early withdra",https://colbank.com/rates,,2026-09-24
36,98,First Community Credit Union,credit_union,MO,3.15,500,no,,,67619,not stated,no,not stated (employer or association groups),Certificates have substantial penalties for early withdrawal.,https://www.firstcommunity.com/services-tools/tools/rates.html,,2026-09-24
36,98,First Bank of the Lake,bank,MO,3.15,,no,,26960,,not stated,not stated,,Penalty may be imposed for early withdrawal.,https://www.fblake.bank/rates/,,2026-09-24
36,100,"First Jackson Bank, Inc.",bank,AL,3.10,,no,,23376,,not stated,not stated,,NOTICE: This account may require a minimum daily balance and/or impose a penalty for early withdrawal.,https://firstjacksonbank.com/rates/,,2026-09-24
36,101,Freedom Bank of Southern Missouri,bank,MO,3.09,250,no,,35276,,not stated,not stated,,"Savings ++ $5 $0 0.40% 0.40% Business Savings ++ $100 $0 - - Tier 1 <$50,000.00 - $0 0.35% - Tier 2 $50,000.00 - $50,000 0.45% - Tier 3 $100,000.00 - $100,000 0.55% - APY = Annual Percentage Yield *A penalty may be imposed for early withdra",https://www.freedombk.com/deposit,,2026-09-24
36,102,DLP Bank,bank,FL,3.05,,no,,17734,,not stated,not stated,,1 Penalty for early withdrawal may apply.,https://www.dlp.bank/personal/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
36,102,Marine Bank & Trust Company,bank,FL,3.05,,no,,34233,,not stated,not stated,,,https://www.elgacu.com/plan/certificates/,,2026-09-24
36,104,"Academy Bank, National Association",bank,MO,3.03,500,no,,19600,,not stated,not stated,,"If not a CD, then should I try a Money Market All 3 * Annual Percentage Yield 1 A penalty may be imposed for early withdrawal.",https://www.academybank.com/personal/save/certificate-of-deposit,,2026-09-24
36,104,Mercantile Bank,bank,MI,3.03,,no,,34598,,not stated,not stated,,Subject to early withdrawal pen alty when principal is withdrawn prior to maturity.,https://mercbank.com/personal-banking/cds/merc,,2026-09-24
36,106,Abound Credit Union,credit_union,KY,3.00,500,no,,,7000,yes,not stated,not stated,,https://www.aboundcu.com/community-support/get-in-touch/rates/deposit-rates,,2026-09-24
36,106,The First State Bank of Rosemount,bank,MN,3.00,500,no,,9769,,not stated,not stated,,36 Month Roth IRA $500 3.00% 3.00% Annual 5 Year Roth IRA $500 3.00% 3.00% Annual † Variable Rate (Rate may be subject to change) * Fees could reduce earnings ** Minimum to earn interest Substantial penalty for early withdrawal of certifica,https://www.fsbrosemount.com/financial-tools/rates,,2026-09-24
36,106,Texas Heritage National Bank,bank,TX,3.00,1000,no,,3161,,not stated,not stated,,,https://www.thnb.bank/resources/interest-rates/,,2026-09-24
36,106,United Republic Bank,bank,NE,3.00,1000,no,,58359,,not stated,not stated,,"$1,000 3.92% 4.00% 11-month Special $1,000 $1,000 3.78% 3.85% Jumbo deposits are negotiable | Bank has the right to limit deposits | All rates listed may change daily ** A penalty may be assessed for early withdrawal.",https://www.unitedrepublic.bank/deposit-rates,,2026-09-24
36,106,Home Savings Bank,bank,UT,3.00,10000,no,,26798,,yes,not stated,,Early withdrawal penalties may apply on Certificate of Deposit accounts.,https://www.hsbutah.com/rates,,2026-09-24
36,106,DCU (trade name of First Technology FCU in the NCUA file),credit_union,CA,3.00,,no,,,23521,not stated,not stated,yes (one-time donation),A penalty may be imposed for early withdrawal.,https://www.dcu.org/bank/certificates/regular-certificates.html,,2026-09-24
36,106,One World Bank,bank,TX,3.00,,no,,57901,,not stated,not stated,,A penalty may be imposed for early withdrawal.,https://www.oneworldbank.com/bank-rates/,,2026-09-24
36,106,SECU Maryland,credit_union,MD,3.00,,no,,,66330,not stated,not stated,not stated,Early withdrawal penalties may apply.,https://www.secumd.org/more/open-account/,,2026-09-24
60,1,Raymond James Bank,bank,FL,4.95,1000,no,,33893,,not stated,not stated,,There is a substantial penalty for early withdrawal.,https://www.raymondjamesbank.com/deposit-accounts,"Rates effective September 18, 2026 per the bank's deposit page. Minimum $1,000, or $2,000 if bought through a Raymond James brokerage account. Rates by phone at 800.718.2265, option 4, or through an advisor.",2026-09-24
60,2,Tower Federal Credit Union,credit_union,MD,4.60,20000,no,,,8333,not stated,not stated,not stated,Withdrawal of the Share Certificate funds before the maturity date will incur an early withdrawal penalty.,https://www.towerfcu.org/rates/deposit-rates,,2026-09-24
60,3,Grant County State Bank,bank,IN,4.58,1000,no,,15687,,not stated,not stated,,"mum Deposit Interest Rate Annual Percentage Yield NOW Checking Account* $1,500.00 0.25% 0.25% Health Savings Account* $1,000.00 minimum balance required to obtain APY $50.00 0.00% 0.00% A substantial penalty may be imposed for early withdra",https://www.grantcostatebank.com/resources/rates,,2026-09-24
60,4,BTG Pactual Bank,bank,NY,4.50,500,no,,35154,,yes,no,,Early withdrawal penalties may apply (except No-Penalty CDs).,https://www.btgpactual.us/banking/certificates-of-deposit,,2026-09-24
60,4,Bread Savings,bank,UT,4.50,1500,no,,57570,,not stated,not stated,,A penalty will be imposed for early withdrawals on CDs.,https://www.breadfinancial.com/en/bread-savings/certificates-of-deposit.html,,2026-09-24
60,4,Popular Direct,bank,NY,4.50,,no,,34967,,yes,not stated,,A penalty will be imposed for early withdrawal.,https://www.populardirect.com/,,2026-09-24
60,7,Sallie Mae Bank,bank,UT,4.40,2500,no,,58177,,not stated,not stated,,A penalty may be charged for early withdrawal.,https://www.salliemae.com/savings/rate-table/,,2026-09-24
60,8,Climate First Bank,bank,FL,4.39,,no,,59257,,not stated,not stated,,Personal CDs Business CDs Special Promotions 6-Month Penalty-Free CD 4.33% APY 1 Short-term growth with a strong return $500 minimum deposit No penalty for early withdrawals 12-Month Penalty-Free CD 4.15% APY 2 Lock in a great rate for a fu,https://www.climatefirstbank.com/cd,,2026-09-24
60,9,Farmers and Merchants Bank,bank,NE,4.37,,no,,14275,,yes,not stated,,ates of Deposit Learn More Month Rate APY 3 Month 4.00% 4.06% 6 Month 4.00% 4.06% 12 Month 4.10% 4.16% 24 Month 4.20% 4.27% 36 Month 4.30% 4.37% 48 Month 4.30% 4.37% 60 Month 4.30% 4.37% Penalty with early withdrawal Find Us Contact Us Find,https://www.fmbmilligan.com/services-tools/tools/rates.html,,2026-09-24
60,10,Synchrony Bank,bank,UT,4.35,0,no,,27314,,not stated,not stated,,% APY * High Yield Savings (HYS) No minimum balance Explore High Yield Savings % APY * Money Market Account (MMA) No minimum balance Explore Money Market Account FAQs View all FAQs Is there an early withdrawal penalty for CDs? Penalty Amoun,https://api.syf.com/v1/retailBank/products?serviceLevel=0000000,,2026-09-24
60,10,Marcus by Goldman Sachs,bank,NY,4.35,500,no,,33124,,yes,not stated,,Choose the term that works for you Annual Percentage Yield Minimum Deposit Early Withdrawal Penalty Annual Percentage Yield Minimum Deposit Early Withdrawal Penalty 6 months High-Yield CD 3.95% $500 Yes 9 months High-Yield CD 4.30% $500 Yes,https://www.marcus.com/us/en/savings/high-yield-cds,,2026-09-24
60,12,America First Credit Union,credit_union,UT,4.30,500,no,,,24694,not stated,not stated,not stated,Early Withdrawal Penalty.,https://www.americafirst.com/rates/account-rates.html,,2026-09-24
60,12,CFG Bank,bank,MD,4.30,500,no,,34294,,yes,not stated,,A $500 minimum daily balance is required to obtain the Annual Percentage Yield (APY) * Early withdrawal penalties may apply.,https://www.cfg.bank/personal-banking/personal-deposit-rates/,,2026-09-24
60,12,Citizens Bank & Trust Company,bank,KY,4.30,500,no,,15675,,not stated,not stated,,Penalty may be imposed for early withdrawal.,https://www.cbtky.com/personal/certificate-of-deposit-rates,,2026-09-24
60,12,First National Bank of America,bank,MI,4.30,,no,,17438,,yes,not stated,,A penalty may be imposed for early withdrawal.,https://www.fnba.com/deposit-rates/,,2026-09-24
60,16,NASA Federal Credit Union,credit_union,MD,4.28,1000,no,,,6328,not stated,not stated,not stated,Limitations: Early withdrawal penalties apply and may reduce earnings.,https://www.nasafcu.com/rates-and-fees/checking-savings/share-certificate-rates,,2026-09-24
60,17,Credit Union of Southern California,credit_union,CA,4.25,25,no,,,24983,not stated,not stated,no (local or relative),A penalty may be imposed for early withdrawals.,https://www.cusocal.org/loans/personal/rates/,,2026-09-24
60,17,Mountain America Credit Union,credit_union,UT,4.25,500,no,,,24692,not stated,not stated,no (listed states),,https://www.macu.com/rates/certificates,,2026-09-24
60,19,The Croghan Colonial Bank,bank,OH,4.18,500,no,,13341,,yes,not stated,,Early withdrawal penalties apply.,https://croghan.bank/resources/rates,,2026-09-24
60,20,Quorum Federal Credit Union,credit_union,NY,4.15,100,no,,,22769,yes,not stated,not stated,A penalty will be imposed if funds are withdrawn prior to maturity date.,https://www.quorumfcu.org/rates,,2026-09-24
60,20,Gulf Coast Business Bank,bank,FL,4.15,5000,no,,59281,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.gcbbswfl.com/resources/rates,,2026-09-24
60,20,Ent Credit Union,credit_union,,4.15,,no,,,,not stated,not stated,not stated,Individual Retirement Account (IRA) Annual contribution limits apply and penalties may apply for early withdrawal.,https://www.ent.com/rates/,,2026-09-24
60,20,FourLeaf Federal Credit Union (formerly Bethpage FCU),credit_union,NY,4.15,,no,,,4735,yes,no,not stated,Penalties may be imposed for early withdrawal.,https://www.fourleaffcu.com/rates-calculators/,,2026-09-24
60,24,Ally Bank,bank,UT,4.10,0,no,,57803,,not stated,no (SSN required),,"High Yield CD AVAILABLE TERMS 2.7% correct as of 09/23/26 Choose from a variety of terms each offering a competitive, fixed rate Early withdrawal penalty will apply APY is fixed for the term of the CD but subject to change upon renewal No m",https://www.ally.com/bank/cd-rates/,,2026-09-24
60,24,Prime Alliance Bank,bank,UT,4.10,500,no,,57920,,yes,not stated,,Penalties assessed for early withdrawal.,https://www.primealliance.bank/cds-2,,2026-09-24
60,26,Central Bank,bank,UT,4.06,500,no,,9204,,not stated,not stated,,"gs/$10+ 0.15% 0.15% YOUth Smart Savings Account (Ages 0-18) Account/Amount Interest Rate APY* Savings up to $10,000 2.50% 2.52% Savings / $10,000.01 + 0.35% 0.35% Personal Certificates of Deposit ( a penalty may be imposed for early withdra",https://cbutah.com/resources/rates/,,2026-09-24
60,26,Bank of the Flint Hills,bank,KS,4.06,,no,,4791,,not stated,not stated,,A penalty may be imposed for early withdrawal.,https://www.bfh.bank/personal/deposit-rates,,2026-09-24
60,28,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",bank,UT,4.05,1000,no,,34781,,not stated,not stated,,A penalty may be imposed for early withdrawal.,https://www.tabbank.com/cd-rates-terms/,,2026-09-24
60,29,Credit Human,credit_union,TX,4.00,500,no,,,24382,not stated,not stated,not stated,0 and up 3.89% 3.96% 36 - 59 months $500.00 and up 3.91% 3.98% 60 - 83 months $500.00 and up 3.93% 4.00% 84 - 119 months $500.00 and up 3.95% 4.02% 120 months $500.00 and up 3.98% 4.05% Disclosures A penalty will be imposed for early withdr,https://credithuman.com/personal/cds/share-certificates/,,2026-09-24
60,29,Northrop Grumman FCU,credit_union,CA,4.00,40000,no,,,24292,not stated,not stated,yes (association),",500 30 Month 3.65% 3.71% $2,500 36 Month 3.75% 3.81% $2,500 48 Month 3.75% 3.81% $2,500 60 Month 3.78% 3.84% $2,500 84 Month 3.30% 3.35% $2,500 Open an Account **A penalty will or may be imposed for early withdrawal *If minimum balance req",https://www.ngfcu.us/rates/savings-rates/certificates,,2026-09-24
60,29,"CFBank, National Association",bank,OH,4.00,,no,,28263,,not stated,not stated,,A penalty will be imposed for early withdrawal and any fees may reduce earnings.,https://www.cf.bank/Personal/Personal-Banking/Savings,,2026-09-24
60,29,Farmers Insurance FCU,credit_union,CA,4.00,,yes,flex,,1074,not stated,no (SSN required),yes (free American Consumer Council membership),Certificate rates subject to change at any time and are subject to substantial penalties for early withdrawal.,https://figfcu.org/certificates,,2026-09-24
60,29,Hanscom Federal Credit Union,credit_union,MA,4.00,,no,,,9095,not stated,not stated,not stated,Early withdrawal penalties may apply to certificates.,https://www.hfcu.org/rates/account-rates.html,,2026-09-24
60,29,Salem Five Direct,bank,MA,4.00,,yes,,23296,,yes,not stated,,onth CD Open the 7-month CD CD Special 4.00% APY 1 12-month CD Open the 12-month CD CD Special 4.25% APY 1 15-month CD Open the 15-month CD CD Special 4.30% APY 1 18-Month CD Open the 18-month CD 1 A penalty will be imposed for premature wi,https://www.salemfivedirect.com/current-offered-rates/,,2026-09-24
